lua5.4	sha256	1	4044b97490ea337483cb563ee4336c024272c962e86475de24c58abaade25a5d	1.448
lua5.4	sha256	2	4044b97490ea337483cb563ee4336c024272c962e86475de24c58abaade25a5d	1.461
lua5.4	sha256	3	4044b97490ea337483cb563ee4336c024272c962e86475de24c58abaade25a5d	1.432
lua5.4	sha256	4	4044b97490ea337483cb563ee4336c024272c962e86475de24c58abaade25a5d	1.405
lua5.4	sha256	5	4044b97490ea337483cb563ee4336c024272c962e86475de24c58abaade25a5d	1.517
lua5.4	mandelbrot	1	37904620	0.975
lua5.4	mandelbrot	2	37904620	1.000
lua5.4	mandelbrot	3	37904620	1.062
lua5.4	mandelbrot	4	37904620	1.233
lua5.4	mandelbrot	5	37904620	1.021
lua5.4	matmul	1	29357.3086	1.174
lua5.4	matmul	2	29357.3086	1.323
lua5.4	matmul	3	29357.3086	1.269
lua5.4	matmul	4	29357.3086	1.273
lua5.4	matmul	5	29357.3086	1.274
lua5.4	nqueens	1	85200	1.801
lua5.4	nqueens	2	85200	1.818
lua5.4	nqueens	3	85200	1.895
lua5.4	nqueens	4	85200	1.818
lua5.4	nqueens	5	85200	1.834
lua5.4	sieve	1	3836800	1.219
lua5.4	sieve	2	3836800	1.206
lua5.4	sieve	3	3836800	1.269
lua5.4	sieve	4	3836800	1.233
lua5.4	sieve	5	3836800	1.260
lua5.4	binarytrees	1	14985902	2.498
lua5.4	binarytrees	2	14985902	2.771
lua5.4	binarytrees	3	14985902	2.613
lua5.4	binarytrees	4	14985902	2.659
lua5.4	binarytrees	5	14985902	2.992
lua5.4	strings	1	12582912-1973928960	0.633
lua5.4	strings	2	12582912-1973928960	0.604
lua5.4	strings	3	12582912-1973928960	0.634
lua5.4	strings	4	12582912-1973928960	0.595
lua5.4	strings	5	12582912-1973928960	0.638
lua5.4	trampoline	1	768719	2.323
lua5.4	trampoline	2	768719	2.306
lua5.4	trampoline	3	768719	2.430
lua5.4	trampoline	4	768719	2.579
lua5.4	trampoline	5	768719	2.937
